activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053107,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,365000.0,NA,2.625,NA,2,3635.25,NA,1653.65,363.65,,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,149,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,10748,34.5900000000000034,95700,78,2632,3531,21
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053411,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,315000.0,NA,2.5,NA,2,7142.65,NA,5726.9,5726.9,,360,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,150,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7232,31,95700,199,1675,1872,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,32,1,2,2,2,185000.0,67.925,3.375,0.513,2,2601.53,NA,985.0,,450.0,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,82,20%-<30%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,2,,,,10,,,,2345,17.1000000000000014,95700,99,810,1100,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,95000.0,38.776,3.1,0.327,2,2208.23,NA,1168.35,183.35,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,62,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,1,,,,10,,,,6055,96.019999999999996,95700,61,1110,1646,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,415000.0,90.0,2.99,0.09,2,3398.08,NA,985.0,,613.51,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,156,30%-<36%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,5477,27.1700000000000017,95700,101,909,1334,26
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053608,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,1,1,2,2,1,2,255000.0,72.09,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,585000,1,1,3,5,1,NA,101,49,8,9,2,,,,,2,,,,,2,1,2,21,,,,2,21,,,,2,2,1,2,1,1,55-64,55-64,Yes,No,1,3,6,,,,,5,1,,,3381,56.5200000000000031,95700,128,812,879,10
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054207,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,105000.0,79.04,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,705000,1,1,3,5,1,NA,85,>60%,8,9,2,,,,,2,,,,,1,2,5,,,,,5,,,,,2,2,1,2,1,2,25-34,35-44,No,No,1,3,6,,,,,1,,,,8766,33.5499999999999972,95700,166,2003,2396,11
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053421,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,95000.0,69.87,8.25,1.35,2,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,665000,1,1,3,5,1,NA,119,44,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,6,,,,,10,,,,5350,30.6000000000000014,95700,133,1369,1671,14
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053420,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,235000.0,NA,2.5,NA,2,6305.41,NA,4950.23,4950.23,,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,179,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6221,33.6000000000000014,95700,111,1604,1918,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053207,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,55000.0,67.55,8.25,1.33,2,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,425000,1,1,3,5,1,NA,88,20%-<30%,8,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,2,1,2,1,1,35-44,35-44,No,No,1,1,6,,,,,10,,,,7903,18.4499999999999993,95700,129,2461,2750,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053605,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,355000.0,NA,2.5,NA,2,1929.86,NA,0.0,,1844.73,240,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,110,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2079,36.2199999999999989,95700,197,675,720,19
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053808,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,2,2,2,1,2,185000.0,62.96,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,1505000,1,1,3,5,1,NA,400,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,3,6,,,,,10,,,,5263,13.8499999999999996,95700,197,1843,2021,22
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,325000.0,NA,2.875,NA,2,3624.76,NA,1290.0,,600.0,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,114,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5402,47.8900000000000006,95700,61,1177,1792,34
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183051400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,32,1,2,2,1,215000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,2,NA,342,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,5069,19.1600000000000001,95700,118,932,2011,58
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053607,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,325000.0,NA,2.875,NA,2,1141.76,NA,0.0,,712.8,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,105,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8714,62.1499999999999986,95700,135,2157,2532,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054211,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,2,225000.0,44.0,2.8,-0.07,2,2044.73,NA,1092.8,107.8,,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,150,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,10785,23.9899999999999984,95700,118,2839,3577,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054008,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,1,1,2,2,2,245000.0,NA,3.0,NA,2,3911.17,NA,1740.0,,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,100,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6850,82.4699999999999989,95700,46,439,1174,30
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053804,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,2,2,2,1,2,105000.0,79.42,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,515000,1,1,3,5,1,NA,202,20%-<30%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,3,6,,,,,10,,,,3510,15.7300000000000004,95700,177,1081,1260,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052707,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,1,1,2,2,2,265000.0,NA,3.125,NA,2,3010.76,NA,824.0,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,111,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6641,56.2899999999999991,95700,78,1707,2412,28
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,1,2,1,1,1,2,2,2,485000.0,67.448,2.875,-0.059,2,3987.42,NA,985.0,,2314.3,360,NA,NA,2,2,2,2,715000,1,1,3,5,1,NA,349,20%-<30%,1,9,3,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,Yes,Yes,1,1,1,,,,,10,,,,8230,12.9900000000000002,95700,158,2488,3025,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,83,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5620,37.9699999999999989,95700,93,1590,2149,22
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054211,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,415000.0,96.986,2.875,0.05,2,3563.95,NA,985.0,,938.68,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,108,41,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,10785,23.9899999999999984,95700,118,2839,3577,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053412,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,545000.0,94.141,2.6,-0.155,2,8901.06,NA,985.0,,4529.23,360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,110,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,6802,26.3999999999999986,95700,170,1636,1808,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054210,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,545000.0,NA,2.375,NA,2,2547.6,NA,1095.0,,,240,NA,NA,2,2,2,2,915000,1,1,3,5,1,NA,319,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9678,26.6099999999999994,95700,93,2971,3539,14
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053412,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Male,1,1,2,1,1,1,2,2,2,545000.0,77.63,2.875,0.086,2,6346.06,NA,3775.59,2790.59,5632.5,360,NA,NA,2,2,2,2,775000,1,1,3,5,1,NA,190,20%-<30%,2,10,1,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,6802,26.3999999999999986,95700,170,1636,1808,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053107,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,3,0,2,1,1,2,2,1,2,205000.0,72.88,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,455000,1,1,3,5,1,NA,165,30%-<36%,8,9,2,,,,,2,,,,,2,2,3,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,3,6,,,,,3,,,,10748,34.5900000000000034,95700,78,2632,3531,21
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053111,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,375000.0,57.969,2.99,0.079,2,2505.04,NA,1003.84,18.84,,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,146,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,6034,36.7100000000000009,95700,97,1722,1979,24
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052706,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,3,2,1,31,1,2,2,1,105000.0,37.64,2.7,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,265000,1,3,3,5,1,NA,182,20%-<30%,1,9,1,11,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,No,1,1,2,,,,,10,,,,4422,70.4899999999999949,95700,54,816,1191,25
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,145000.0,68.571,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,50,46,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,2,,,,6,,,,6450,54.5700000000000003,95700,80,1564,2181,37
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,305000.0,71.429,2.75,-0.105,2,2748.13,NA,1567.0,582.0,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,185,<20%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,7479,23.2300000000000004,95700,103,2602,2815,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054209,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,45000.0,78.89,8.96,5.82,2,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,595000,1,1,3,5,1,NA,164,46,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,9860,42.7199999999999989,95700,145,2858,3380,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053608,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,435000.0,NA,2.625,NA,2,2223.61,NA,0.0,,2277.0,240,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,131,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3381,56.5200000000000031,95700,128,812,879,10
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054115,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,2,125000.0,51.429,2.49,0.54,2,2989.33,NA,985.0,,,180,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,50,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,8103,50.509999999999998,95700,98,1973,2279,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053405,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,2,2,985000.0,48.67,2.74,-0.105,2,3532.22,NA,985.0,,780.52,360,NA,NA,2,2,2,2,2035000,1,1,3,5,1,NA,193,42,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,1,1,6,,,,,10,,,,4807,17.6600000000000001,95700,200,1325,1414,19
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053414,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,505000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,110,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,2,,,,10,,,,8595,22.9299999999999997,95700,135,2388,2945,14
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054013,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,145000.0,22.39,2.125,0.08,2,2100.1,NA,1032.36,47.36,1.6,180,NA,NA,2,2,2,2,665000,1,1,3,5,1,NA,138,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,13321,20.2699999999999996,95700,137,3984,4521,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052507,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,1,125000.0,53.191,3.49,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,235000,1,3,3,5,1,NA,278,44,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,1,1,2,,,,,10,,,,3139,35.1099999999999994,95700,87,752,910,33
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,275000.0,59.783,3.25,0.245,2,2504.46,NA,1295.75,310.75,,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,144,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,2,,,,,10,,,,3621,14,95700,134,1257,1390,33
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052808,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,375000.0,NA,3.125,NA,2,0.0,NA,0.0,,81.57,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,113,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9324,45.6199999999999974,95700,78,2115,3191,23
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053417,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,55000.0,64.27,8.25,1.35,2,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,345000,1,1,3,5,1,NA,120,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,2995,41.2000000000000028,95700,84,556,1013,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052806,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,4,0,2,1,32,1,2,2,2,125000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,29,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,2,,,,10,,,,16788,88.7099999999999937,95700,68,4237,5198,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053006,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,2,2,1,2,75000.0,71.57,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,705000,1,1,3,5,1,NA,206,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,3,6,,,,,9,,,,3014,15.6899999999999995,95700,157,1079,1142,21
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052706,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,3,2,1,1,1,2,2,1,325000.0,80.0,3.375,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,405000,1,3,3,5,1,NA,205,30%-<36%,1,9,1,11,,,,1,11,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,4422,70.4899999999999949,95700,54,816,1191,25
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053412,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,545000.0,NA,2.99,NA,2,3197.96,NA,1295.0,,650.0,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,125,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6802,26.3999999999999986,95700,170,1636,1808,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053408,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,1,2,1,31,1,2,2,2,535000.0,75.857,2.2,0.024,2,2851.45,NA,985.0,,,180,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,276,20%-<30%,2,9,2,,,,,2,,,,,2,2,2,21,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,4445,28.9299999999999997,95700,183,1216,1391,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054209,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,435000.0,NA,2.75,NA,2,8580.48,NA,5773.08,4648.08,,240,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,254,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9860,42.7199999999999989,95700,145,2858,3380,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,285000.0,NA,2.625,NA,2,1252.96,NA,0.0,,1500.0,240,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,78,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8912,59.2899999999999991,95700,48,1481,2573,26
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054206,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,115000.0,36.094,2.375,0.373,2,2917.68,NA,985.0,,41.46,180,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,67,43,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,2,,,,,10,,,,5891,13.8000000000000007,95700,93,1291,1809,20
